,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect,Attempt
14,15,36,255,98,"Your revenue: $84,300, Perfect foresight strategy: $85,692, Difference: 1.6%",3,1.6,84300.0,85692.0,13
0,1,60,115,1885,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
1,2,60,78,1807,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
2,3,60,126,1681,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
3,4,60,117,1564,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
4,5,60,144,1420,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
5,6,60,125,1295,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
6,7,60,141,1154,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
7,8,60,151,1003,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
8,9,60,74,929,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
9,10,60,67,862,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",0,5.3,103806.0,109644.0,14
10,11,54,97,765,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",1,5.3,103806.0,109644.0,14
11,12,54,197,568,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",1,5.3,103806.0,109644.0,14
12,13,54,91,477,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",1,5.3,103806.0,109644.0,14
13,14,48,162,315,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",2,5.3,103806.0,109644.0,14
14,15,48,145,170,"Your revenue: $103,806, Perfect foresight strategy: $109,644, Difference: 5.3%",2,5.3,103806.0,109644.0,14
0,1,60,104,1896,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,15
1,2,60,79,1817,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,15
2,3,60,94,1723,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,15
3,4,54,196,1527,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
4,5,54,154,1373,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
5,6,54,161,1212,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
6,7,54,90,1122,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
7,8,54,167,955,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
8,9,54,172,783,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
9,10,54,57,726,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
10,11,54,155,571,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
11,12,54,119,452,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
12,13,54,126,326,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
13,14,54,126,200,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,15
14,15,48,156,44,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",2,1.3,106350.0,107736.0,15
0,1,60,104,1896,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,16
1,2,60,79,1817,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,16
2,3,60,94,1723,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",0,1.3,106350.0,107736.0,16
3,4,54,196,1527,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
4,5,54,154,1373,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
5,6,54,161,1212,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
6,7,54,90,1122,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
7,8,54,167,955,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
8,9,54,172,783,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
9,10,54,57,726,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
10,11,54,155,571,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
11,12,54,119,452,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
12,13,54,126,326,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
13,14,54,126,200,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",1,1.3,106350.0,107736.0,16
14,15,48,156,44,"Your revenue: $106,350, Perfect foresight strategy: $107,736, Difference: 1.3%",2,1.3,106350.0,107736.0,16
0,1,60,65,1935,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",0,0.0,84648.0,84648.0,17
1,2,48,32,1903,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
2,3,48,102,1801,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
3,4,48,65,1736,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
4,5,48,183,1553,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
5,6,48,97,1456,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
6,7,48,165,1291,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
7,8,48,117,1174,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
8,9,48,88,1086,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
9,10,48,186,900,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",2,0.0,84648.0,84648.0,17
10,11,36,89,811,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",3,0.0,84648.0,84648.0,17
11,12,36,159,652,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",3,0.0,84648.0,84648.0,17
12,13,36,197,455,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",3,0.0,84648.0,84648.0,17
13,14,36,192,263,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",3,0.0,84648.0,84648.0,17
14,15,36,226,37,"Your revenue: $84,648, Perfect foresight strategy: $84,648, Difference: 0.0%",3,0.0,84648.0,84648.0,17
0,1,60,95,1905,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",0,3.8,97044.0,100872.0,18
1,2,54,70,1835,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
2,3,54,112,1723,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
3,4,54,82,1641,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
4,5,54,115,1526,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
5,6,54,161,1365,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
6,7,54,153,1212,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
7,8,54,109,1103,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
8,9,54,89,1014,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
9,10,54,110,904,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
10,11,54,39,865,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",1,3.8,97044.0,100872.0,18
11,12,48,131,734,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",2,3.8,97044.0,100872.0,18
12,13,48,184,550,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",2,3.8,97044.0,100872.0,18
13,14,48,207,343,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",2,3.8,97044.0,100872.0,18
14,15,48,211,132,"Your revenue: $97,044, Perfect foresight strategy: $100,872, Difference: 3.8%",2,3.8,97044.0,100872.0,18
0,1,60,102,1898,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",0,3.6,109074.0,113124.0,19
1,2,60,124,1774,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",0,3.6,109074.0,113124.0,19
2,3,60,98,1676,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",0,3.6,109074.0,113124.0,19
3,4,54,169,1507,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
4,5,54,151,1356,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
5,6,54,104,1252,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
6,7,54,99,1153,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
7,8,54,167,986,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
8,9,54,201,785,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
9,10,54,137,648,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
10,11,54,160,488,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
11,12,54,171,317,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
12,13,54,172,145,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",1,3.6,109074.0,113124.0,19
13,14,48,145,0,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",2,3.6,109074.0,113124.0,19
14,15,48,0,0,"Your revenue: $109,074, Perfect foresight strategy: $113,124, Difference: 3.6%",2,3.6,109074.0,113124.0,19
0,1,60,61,1939,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",0,0.0,81468.0,81468.0,20
1,2,48,95,1844,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
2,3,48,138,1706,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
3,4,48,42,1664,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
4,5,48,123,1541,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
5,6,48,113,1428,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
6,7,48,108,1320,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
7,8,48,105,1215,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",2,0.0,81468.0,81468.0,20
8,9,36,251,964,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
9,10,36,134,830,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
10,11,36,81,749,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
11,12,36,93,656,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
12,13,36,218,438,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
13,14,36,239,199,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
14,15,36,180,19,"Your revenue: $81,468, Perfect foresight strategy: $81,468, Difference: 0.0%",3,0.0,81468.0,81468.0,20
0,1,60,72,1928,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",0,1.0,87312.0,88200.0,21
1,2,48,143,1785,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
2,3,48,125,1660,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
3,4,48,93,1567,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
4,5,48,192,1375,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
5,6,48,85,1290,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
6,7,48,63,1227,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
7,8,48,75,1152,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
8,9,48,103,1049,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
9,10,48,159,890,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
10,11,48,29,861,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
11,12,48,139,722,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
12,13,48,175,547,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",2,1.0,87312.0,88200.0,21
13,14,36,341,206,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",3,1.0,87312.0,88200.0,21
14,15,36,123,83,"Your revenue: $87,312, Perfect foresight strategy: $88,200, Difference: 1.0%",3,1.0,87312.0,88200.0,21
0,1,60,95,1905,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",0,3.1,104502.0,107850.0,22
1,2,54,103,1802,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
2,3,54,124,1678,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
3,4,54,102,1576,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
4,5,54,66,1510,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
5,6,54,188,1322,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
6,7,54,104,1218,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
7,8,54,117,1101,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
8,9,54,131,970,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
9,10,54,143,827,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
10,11,54,149,678,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",1,3.1,104502.0,107850.0,22
11,12,48,173,505,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",2,3.1,104502.0,107850.0,22
12,13,48,232,273,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",2,3.1,104502.0,107850.0,22
13,14,48,273,0,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",2,3.1,104502.0,107850.0,22
14,15,48,0,0,"Your revenue: $104,502, Perfect foresight strategy: $107,850, Difference: 3.1%",2,3.1,104502.0,107850.0,22
0,1,60,93,1907,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",0,2.8,105114.0,108090.0,23
1,2,54,124,1783,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
2,3,54,147,1636,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
3,4,54,116,1520,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
4,5,54,187,1333,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
5,6,54,145,1188,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
6,7,54,152,1036,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
7,8,54,115,921,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
8,9,54,172,749,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
9,10,54,175,574,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",1,2.8,105114.0,108090.0,23
10,11,48,121,453,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",2,2.8,105114.0,108090.0,23
11,12,48,245,208,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",2,2.8,105114.0,108090.0,23
12,13,48,170,38,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",2,2.8,105114.0,108090.0,23
13,14,48,38,0,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",2,2.8,105114.0,108090.0,23
14,15,48,0,0,"Your revenue: $105,114, Perfect foresight strategy: $108,090, Difference: 2.8%",2,2.8,105114.0,108090.0,23
0,1,60,76,1924,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",0,2.8,96420.0,99234.0,24
1,2,48,144,1780,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
2,3,48,155,1625,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
3,4,48,93,1532,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
4,5,48,129,1403,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
5,6,48,135,1268,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
6,7,48,114,1154,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
7,8,48,124,1030,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
8,9,48,181,849,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
9,10,48,243,606,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
10,11,48,155,451,"Your revenue: $96,420, Perfect foresight strategy: $99,234, Difference: 2.8%",2,2.8,96420.0,99234.0,24
